CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
4147,100011006202604147,202604147,2025-08-18,929,1006,1,1,11,34,1,8,2025-08-08 20:26:55,2025-08-10 04:26:55,2025-08-18 20:26:55,12.906164,77.609905,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4148,100011013202604148,202604148,2024-10-09,664,1013,3,2,19,17,3,9,2024-10-03 19:26:59,2024-10-03 23:26:59,2024-10-09 19:26:59,13.071439,77.578428,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹238325 and cash were stolen.
4149,100051047202604149,202604149,2024-03-10,142,1047,1,2,7,83,1,33,2024-03-04 15:13:45,2024-03-06 12:13:45,2024-03-10 15:13:45,15.893899,74.492721,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4150,100011001202604150,202604150,2026-02-09,946,1001,1,1,4,79,1,29,2026-01-30 20:55:25,2026-01-31 20:55:25,2026-02-09 20:55:25,12.995892,77.499756,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹456546 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
4151,100061054202604151,202604151,2026-04-14,258,1054,1,1,16,66,1,28,2026-04-13 03:41:17,2026-04-14 21:41:17,2026-04-14 03:41:17,15.280336,75.106299,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4152,100011012202604152,202604152,2025-04-04,642,1012,3,2,2,53,4,39,2025-04-02 17:10:38,2025-04-03 02:10:38,2025-04-04 17:10:38,12.937296,77.522464,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4153,100191150202604153,202604153,2025-05-08,507,1150,1,2,4,43,3,25,2025-05-04 21:55:49,2025-05-05 03:55:49,2025-05-08 21:55:49,12.889887,75.064556,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4154,100171135202604154,202604154,2026-05-09,250,1135,1,1,18,88,4,34,2026-05-06 22:27:38,2026-05-08 13:27:38,2026-05-09 22:27:38,13.333159,75.725319,The accused posed as a real estate agent and collected ₹743170 as advance for a site. Later it was found the documents were forged.
4155,100011005202604155,202604155,2024-09-18,954,1005,1,1,12,38,2,23,2024-09-12 20:02:50,2024-09-14 17:02:50,2024-09-18 20:02:50,12.958022,77.507373,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
4156,100011009202604156,202604156,2025-05-17,687,1009,1,2,2,40,4,16,2025-05-16 14:17:47,2025-05-17 15:17:47,2025-05-17 14:17:47,12.916394,77.605889,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹191750 and cash were stolen.
4157,100051051202604157,202604157,2026-03-11,965,1051,1,2,1,51,2,3,2026-03-06 02:11:04,2026-03-06 20:11:04,2026-03-11 02:11:04,15.7704,74.544985,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4158,100011007202604158,202604158,2026-06-19,679,1007,1,1,17,74,2,40,2026-06-16 15:55:29,2026-06-16 22:55:29,2026-06-19 15:55:29,12.858305,77.539797,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4159,100011015202604159,202604159,2024-01-02,335,1015,1,2,1,21,2,38,2023-12-31 09:12:21,2024-01-01 07:12:21,2024-01-02 09:12:21,13.040981,77.615296,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4160,100011004202604160,202604160,2025-08-24,414,1004,1,2,4,91,1,50,2025-08-20 18:36:22,2025-08-22 05:36:22,2025-08-24 18:36:22,13.048633,77.494412,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4161,100011014202604161,202604161,2025-11-28,875,1014,1,2,18,66,1,17,2025-11-22 07:16:53,2025-11-23 17:16:53,2025-11-28 07:16:53,12.874307,77.502917,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4162,100141120202604162,202604162,2024-01-27,862,1120,1,1,11,39,2,42,2024-01-25 23:53:01,2024-01-26 05:53:01,2024-01-27 23:53:01,12.55511,76.927936,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹70703 and cash were stolen.
4163,100011011202604163,202604163,2026-03-09,951,1011,1,2,18,12,1,1,2026-03-07 21:27:15,2026-03-08 22:27:15,2026-03-09 21:27:15,13.013379,77.641319,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4164,100031027202604164,202604164,2026-01-18,822,1027,1,2,10,82,2,26,2026-01-12 19:13:52,2026-01-13 02:13:52,2026-01-18 19:13:52,12.252419,76.736482,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4165,100011004202604165,202604165,2026-02-05,262,1004,1,1,3,57,1,36,2026-02-04 11:53:01,2026-02-04 18:53:01,2026-02-05 11:53:01,13.055429,77.529619,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹133308 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
4166,100011007202604166,202604166,2024-11-14,116,1007,1,2,9,31,1,6,2024-11-11 19:49:16,2024-11-13 10:49:16,2024-11-14 19:49:16,12.869322,77.530365,"During a raid, police apprehended a suspect carrying 487 grams of MDMA intended for distribution among college students."
4167,100251187202604167,202604167,2025-11-06,306,1187,1,1,13,31,3,14,2025-10-28 09:02:40,2025-10-30 04:02:40,2025-11-06 09:02:40,14.85924,75.423656,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4168,100131108202604168,202604168,2024-02-24,775,1108,1,2,20,1,1,45,2024-02-14 00:45:57,2024-02-15 14:45:57,2024-02-24 00:45:57,13.094468,76.007701,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4169,100031024202604169,202604169,2024-04-14,814,1024,1,2,8,80,3,9,2024-04-11 10:57:08,2024-04-12 17:57:08,2024-04-14 10:57:08,12.211216,76.612117,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4170,100011007202604170,202604170,2025-12-18,279,1007,1,2,8,19,1,50,2025-12-09 00:11:33,2025-12-10 23:11:33,2025-12-18 00:11:33,12.895668,77.545682,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹129908 and cash were stolen.
4171,100011004202604171,202604171,2025-09-30,252,1004,1,2,8,63,2,11,2025-09-22 07:48:30,2025-09-22 21:48:30,2025-09-30 07:48:30,13.04731,77.517059,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4172,100011015202604172,202604172,2024-09-12,801,1015,1,1,20,83,1,19,2024-09-03 19:46:41,2024-09-04 21:46:41,2024-09-12 19:46:41,13.024569,77.604565,The accused posed as a real estate agent and collected ₹780797 as advance for a site. Later it was found the documents were forged.
4173,100011006202604173,202604173,2025-09-07,467,1006,1,2,17,22,4,25,2025-08-31 10:06:45,2025-09-02 02:06:45,2025-09-07 10:06:45,12.931776,77.612129,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4174,100011014202604174,202604174,2025-10-29,883,1014,1,2,11,72,2,4,2025-10-27 04:22:57,2025-10-27 14:22:57,2025-10-29 04:22:57,12.87394,77.505004,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4175,100011014202604175,202604175,2025-08-31,249,1014,1,1,14,41,1,25,2025-08-29 20:07:57,2025-08-30 15:07:57,2025-08-31 20:07:57,12.889162,77.495844,"Fraudster contacted the victim from +918884873529 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹22705 was debited from their SBI account."
4176,100011002202604176,202604176,2025-09-05,110,1002,1,2,12,100,3,46,2025-08-29 19:40:12,2025-08-31 16:40:12,2025-09-05 19:40:12,12.907672,77.548008,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹672634 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
4177,100011014202604177,202604177,2024-12-04,583,1014,1,2,16,24,2,20,2024-11-30 07:26:47,2024-12-01 15:26:47,2024-12-04 07:26:47,12.87854,77.505299,The accused posed as a real estate agent and collected ₹654617 as advance for a site. Later it was found the documents were forged.
4178,100141115202604178,202604178,2025-02-03,872,1115,1,2,17,19,4,28,2025-02-01 02:59:46,2025-02-01 11:59:46,2025-02-03 02:59:46,12.53627,76.849043,"Fraudster contacted the victim from +919989653086 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹9726 was debited from their SBI account."
4179,100301218202604179,202604179,2025-03-10,951,1218,1,2,17,10,2,38,2025-03-05 07:45:49,2025-03-07 02:45:49,2025-03-10 07:45:49,15.481587,75.118567,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4180,100011014202604180,202604180,2024-02-27,672,1014,1,2,14,61,3,13,2024-02-22 18:19:31,2024-02-22 21:19:31,2024-02-27 18:19:31,12.87502,77.527819,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹194553 and cash were stolen.
4181,100011013202604181,202604181,2026-03-20,496,1013,1,2,12,51,1,40,2026-03-12 16:04:40,2026-03-12 21:04:40,2026-03-20 16:04:40,13.063175,77.552564,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4182,100011014202604182,202604182,2026-04-11,126,1014,1,2,16,65,1,27,2026-04-08 19:35:28,2026-04-10 04:35:28,2026-04-11 19:35:28,12.905852,77.496726,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4183,100221167202604183,202604183,2025-12-22,489,1167,1,1,5,63,3,2,2025-12-18 16:27:09,2025-12-19 05:27:09,2025-12-22 16:27:09,13.070648,78.054379,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹160186 and cash were stolen.
4184,100011013202604184,202604184,2025-01-14,401,1013,1,2,8,47,2,42,2025-01-10 05:14:05,2025-01-11 02:14:05,2025-01-14 05:14:05,13.05138,77.560808,The accused posed as a real estate agent and collected ₹175662 as advance for a site. Later it was found the documents were forged.
4185,100261190202604185,202604185,2024-01-30,397,1190,1,2,2,44,3,3,2024-01-24 17:25:45,2024-01-25 02:25:45,2024-01-30 17:25:45,16.247071,75.641852,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹192854 and cash were stolen.
4186,100011014202604186,202604186,2025-05-05,669,1014,1,2,17,6,3,38,2025-05-04 21:56:51,2025-05-05 21:56:51,2025-05-05 21:56:51,12.900014,77.531887,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4187,100011003202604187,202604187,2025-02-09,157,1003,1,1,6,15,1,7,2025-02-03 12:06:52,2025-02-04 20:06:52,2025-02-09 12:06:52,13.002303,77.649718,"Fraudster contacted the victim from +918526766690 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹38023 was debited from their SBI account."
4188,100021022202604188,202604188,2025-09-17,363,1022,1,2,20,65,3,39,2025-09-08 01:42:03,2025-09-08 07:42:03,2025-09-17 01:42:03,13.250707,77.488106,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4189,100011006202604189,202604189,2025-11-05,791,1006,3,2,18,90,1,13,2025-10-30 23:21:47,2025-10-31 16:21:47,2025-11-05 23:21:47,12.918907,77.609776,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
4190,100291210202604190,202604190,2024-04-17,301,1210,1,2,10,60,3,45,2024-04-12 02:23:42,2024-04-13 16:23:42,2024-04-17 02:23:42,15.254228,76.11796,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹196203 and cash were stolen.
4191,100011001202604191,202604191,2024-12-27,987,1001,1,2,3,14,3,50,2024-12-20 14:40:40,2024-12-22 13:40:40,2024-12-27 14:40:40,13.017199,77.501492,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹297102 and cash were stolen.
4192,100011006202604192,202604192,2025-09-11,549,1006,1,2,17,64,1,28,2025-09-10 17:53:29,2025-09-11 17:53:29,2025-09-11 17:53:29,12.898413,77.592033,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4193,100021017202604193,202604193,2026-01-01,117,1017,1,1,15,38,3,35,2025-12-24 16:27:34,2025-12-25 07:27:34,2026-01-01 16:27:34,13.285949,77.65643,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4194,100101086202604194,202604194,2025-12-09,537,1086,3,1,20,75,1,20,2025-11-29 23:31:32,2025-12-01 15:31:32,2025-12-09 23:31:32,14.405657,75.936721,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4195,100011006202604195,202604195,2024-08-24,533,1006,1,2,18,38,2,20,2024-08-20 21:36:36,2024-08-22 09:36:36,2024-08-24 21:36:36,12.921424,77.588243,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1884488 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
4196,100191145202604196,202604196,2025-08-31,666,1145,1,2,3,44,4,41,2025-08-23 14:00:02,2025-08-24 03:00:02,2025-08-31 14:00:02,12.891518,75.195507,"During a raid, police apprehended a suspect carrying 240 grams of MDMA intended for distribution among college students."
4197,100031031202604197,202604197,2026-06-17,121,1031,1,2,5,81,2,15,2026-06-13 01:41:57,2026-06-14 19:41:57,2026-06-17 01:41:57,12.413302,76.673127,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4198,100201156202604198,202604198,2025-09-17,502,1156,1,2,17,60,1,44,2025-09-07 13:57:52,2025-09-08 18:57:52,2025-09-17 13:57:52,12.672246,77.323483,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹216722 to clear their name.
4199,100081075202604199,202604199,2026-06-25,332,1075,1,2,9,5,2,38,2026-06-17 04:01:21,2026-06-18 03:01:21,2026-06-25 04:01:21,15.114499,76.918464,"During a raid, police apprehended a suspect carrying 251 grams of MDMA intended for distribution among college students."
4200,100031033202604200,202604200,2025-11-16,159,1033,3,2,14,7,4,10,2025-11-11 08:36:39,2025-11-12 02:36:39,2025-11-16 08:36:39,12.377897,76.679139,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4201,100011010202604201,202604201,2024-06-06,813,1010,4,2,8,28,1,12,2024-05-29 08:49:27,2024-05-30 17:49:27,2024-06-06 08:49:27,13.030818,77.492513,"During a raid, police apprehended a suspect carrying 193 grams of MDMA intended for distribution among college students."
4202,100171133202604202,202604202,2025-08-12,173,1133,1,1,5,6,1,3,2025-08-02 04:36:57,2025-08-03 13:36:57,2025-08-12 04:36:57,13.391925,75.697648,"During a raid, police apprehended a suspect carrying 351 grams of MDMA intended for distribution among college students."
4203,100031032202604203,202604203,2025-11-28,261,1032,1,2,20,70,2,14,2025-11-27 02:26:16,2025-11-27 07:26:16,2025-11-28 02:26:16,12.325793,76.679718,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹302906 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
4204,100281209202604204,202604204,2026-06-30,802,1209,1,2,4,45,1,3,2026-06-29 21:54:27,2026-07-01 05:54:27,2026-06-30 21:54:27,16.862789,75.693906,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4205,100011011202604205,202604205,2025-09-03,646,1011,1,1,11,80,1,12,2025-08-25 00:10:55,2025-08-26 02:10:55,2025-09-03 00:10:55,13.03471,77.650415,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹93478 and cash were stolen.
4206,100011014202604206,202604206,2024-07-14,762,1014,1,2,15,40,3,42,2024-07-04 17:26:16,2024-07-06 00:26:16,2024-07-14 17:26:16,12.909206,77.49468,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
4207,100011005202604207,202604207,2024-07-29,662,1005,1,1,15,23,1,5,2024-07-22 12:51:06,2024-07-24 11:51:06,2024-07-29 12:51:06,12.956288,77.518178,The accused posed as a real estate agent and collected ₹187003 as advance for a site. Later it was found the documents were forged.
4208,100261189202604208,202604208,2025-03-11,918,1189,1,2,16,79,4,25,2025-03-02 20:46:59,2025-03-03 04:46:59,2025-03-11 20:46:59,16.268413,75.689804,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4209,100011002202604209,202604209,2025-11-04,718,1002,1,2,20,70,1,1,2025-10-28 19:36:55,2025-10-29 19:36:55,2025-11-04 19:36:55,12.91248,77.520871,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4210,100121100202604210,202604210,2025-09-23,879,1100,3,2,5,5,2,35,2025-09-20 06:37:43,2025-09-20 17:37:43,2025-09-23 06:37:43,13.32019,77.143291,The accused posed as a real estate agent and collected ₹475353 as advance for a site. Later it was found the documents were forged.
4211,100011002202604211,202604211,2024-02-12,687,1002,1,2,9,63,1,36,2024-02-08 20:04:07,2024-02-10 11:04:07,2024-02-12 20:04:07,12.907443,77.547168,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹459726 to clear their name.
4212,100011005202604212,202604212,2026-04-02,554,1005,1,2,10,2,2,48,2026-03-28 19:24:46,2026-03-30 16:24:46,2026-04-02 19:24:46,12.963786,77.49642,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4213,100031028202604213,202604213,2024-11-18,951,1028,1,2,20,51,2,12,2024-11-11 13:06:28,2024-11-11 19:06:28,2024-11-18 13:06:28,12.337335,76.668051,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹124742 and cash were stolen.
4214,100011003202604214,202604214,2025-01-01,184,1003,1,2,2,98,3,13,2024-12-24 08:18:59,2024-12-25 09:18:59,2025-01-01 08:18:59,13.006117,77.62488,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4215,100011002202604215,202604215,2025-09-01,439,1002,1,1,3,94,2,8,2025-08-31 01:27:16,2025-09-01 22:27:16,2025-09-01 01:27:16,12.926697,77.519426,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹261038 and cash were stolen.
4216,100051047202604216,202604216,2024-04-06,715,1047,1,2,8,2,3,18,2024-03-27 00:38:10,2024-03-27 06:38:10,2024-04-06 00:38:10,15.901781,74.482555,The accused posed as a real estate agent and collected ₹383731 as advance for a site. Later it was found the documents were forged.
4217,100011001202604217,202604217,2024-05-15,998,1001,1,2,13,45,1,27,2024-05-06 23:26:04,2024-05-08 04:26:04,2024-05-15 23:26:04,12.994111,77.482059,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4218,100031026202604218,202604218,2024-10-15,227,1026,1,2,2,13,4,44,2024-10-06 13:53:58,2024-10-07 09:53:58,2024-10-15 13:53:58,12.270261,76.598256,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹91054 and cash were stolen.
4219,100041043202604219,202604219,2024-10-17,187,1043,1,1,12,74,3,41,2024-10-10 03:00:39,2024-10-11 07:00:39,2024-10-17 03:00:39,12.901603,74.790718,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1277514 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
4220,100011003202604220,202604220,2024-07-27,456,1003,1,1,11,89,1,38,2024-07-18 14:12:53,2024-07-19 01:12:53,2024-07-27 14:12:53,13.026933,77.621038,"Fraudster contacted the victim from +917881625505 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹30228 was debited from their SBI account."
4221,100011004202604221,202604221,2024-10-01,624,1004,1,2,6,8,3,34,2024-09-25 05:24:46,2024-09-25 10:24:46,2024-10-01 05:24:46,13.061849,77.520322,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4222,100061060202604222,202604222,2025-10-04,982,1060,1,1,7,20,2,17,2025-09-29 23:43:10,2025-10-01 04:43:10,2025-10-04 23:43:10,15.387545,75.071307,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1126510 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
4223,100011001202604223,202604223,2025-07-10,604,1001,1,2,6,62,1,42,2025-07-02 02:24:40,2025-07-02 04:24:40,2025-07-10 02:24:40,13.009357,77.496834,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4224,100111093202604224,202604224,2024-01-03,845,1093,1,2,15,19,3,6,2024-01-01 20:27:21,2024-01-02 01:27:21,2024-01-03 20:27:21,14.010996,75.577369,The accused posed as a real estate agent and collected ₹842811 as advance for a site. Later it was found the documents were forged.
4225,100061055202604225,202604225,2026-01-15,248,1055,3,2,10,11,3,3,2026-01-14 20:15:33,2026-01-15 06:15:33,2026-01-15 20:15:33,15.350762,75.198457,"Fraudster contacted the victim from +917713658874 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹9674 was debited from their SBI account."
4226,100151124202604226,202604226,2024-09-08,826,1124,1,2,8,82,4,8,2024-09-06 16:44:04,2024-09-07 12:44:04,2024-09-08 16:44:04,12.415767,75.725233,"Fraudster contacted the victim from +917138409539 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹5869 was debited from their SBI account."
4227,100191148202604227,202604227,2026-04-12,170,1148,1,2,17,77,1,11,2026-04-10 12:19:52,2026-04-12 08:19:52,2026-04-12 12:19:52,12.852186,75.124887,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4228,100011008202604228,202604228,2024-12-25,141,1008,1,2,10,19,2,15,2024-12-21 04:19:34,2024-12-23 04:19:34,2024-12-25 04:19:34,13.003216,77.602463,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹307711 to clear their name.
4229,100031030202604229,202604229,2026-02-22,388,1030,3,2,6,92,3,30,2026-02-12 10:40:50,2026-02-13 14:40:50,2026-02-22 10:40:50,12.23198,76.595853,"During a raid, police apprehended a suspect carrying 479 grams of MDMA intended for distribution among college students."
4230,100221170202604230,202604230,2024-02-23,292,1170,1,2,17,42,3,20,2024-02-13 12:11:57,2024-02-13 17:11:57,2024-02-23 12:11:57,13.12105,78.065297,The accused posed as a real estate agent and collected ₹584991 as advance for a site. Later it was found the documents were forged.
4231,100271197202604231,202604231,2024-07-09,467,1197,1,2,9,36,1,11,2024-07-07 08:36:13,2024-07-08 22:36:13,2024-07-09 08:36:13,17.811352,77.509859,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
4232,100061055202604232,202604232,2025-02-08,638,1055,1,2,17,78,1,10,2025-02-06 04:52:32,2025-02-06 05:52:32,2025-02-08 04:52:32,15.350365,75.217019,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹95929 and cash were stolen.
4233,100061053202604233,202604233,2025-11-20,394,1053,1,1,13,90,1,1,2025-11-10 07:16:22,2025-11-11 11:16:22,2025-11-20 07:16:22,15.318996,75.150317,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹477692 to clear their name.
4234,100041041202604234,202604234,2024-07-28,221,1041,1,2,15,56,1,35,2024-07-19 07:06:25,2024-07-20 19:06:25,2024-07-28 07:06:25,12.919922,74.808525,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4235,100011004202604235,202604235,2024-07-19,254,1004,1,2,4,78,2,34,2024-07-17 23:36:53,2024-07-19 03:36:53,2024-07-19 23:36:53,13.033224,77.525735,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹187375 and cash were stolen.
4236,100041041202604236,202604236,2025-01-31,453,1041,4,1,3,50,2,19,2025-01-29 19:50:40,2025-01-31 16:50:40,2025-01-31 19:50:40,12.917772,74.811774,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4237,100051044202604237,202604237,2026-02-05,125,1044,1,2,13,89,3,28,2026-02-01 14:51:47,2026-02-03 14:51:47,2026-02-05 14:51:47,15.942856,74.503576,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1945485 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
4238,100011013202604238,202604238,2024-01-22,222,1013,1,2,20,28,1,4,2024-01-15 05:51:06,2024-01-16 11:51:06,2024-01-22 05:51:06,13.081369,77.576596,"Fraudster contacted the victim from +917817363615 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹38921 was debited from their SBI account."
4239,100011015202604239,202604239,2025-04-05,646,1015,1,2,19,72,2,14,2025-04-01 12:01:43,2025-04-02 10:01:43,2025-04-05 12:01:43,13.040603,77.603296,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
4240,100011005202604240,202604240,2024-11-19,295,1005,4,2,8,9,4,46,2024-11-17 20:57:46,2024-11-18 12:57:46,2024-11-19 20:57:46,12.973096,77.509489,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹207933 and cash were stolen.
4241,100261194202604241,202604241,2025-08-01,608,1194,1,1,18,67,1,13,2025-07-25 23:41:19,2025-07-27 15:41:19,2025-08-01 23:41:19,16.206474,75.643453,"During a raid, police apprehended a suspect carrying 200 grams of MDMA intended for distribution among college students."
4242,100061059202604242,202604242,2026-01-05,625,1059,1,2,18,87,2,18,2026-01-03 15:52:52,2026-01-05 00:52:52,2026-01-05 15:52:52,15.310704,75.133932,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4243,100011014202604243,202604243,2024-06-21,979,1014,1,2,6,67,1,17,2024-06-17 15:42:46,2024-06-19 06:42:46,2024-06-21 15:42:46,12.899123,77.510962,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
4244,100011004202604244,202604244,2025-02-17,527,1004,1,2,13,67,4,39,2025-02-12 17:55:21,2025-02-12 18:55:21,2025-02-17 17:55:21,13.067457,77.508046,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4245,100051048202604245,202604245,2024-08-20,200,1048,1,2,18,63,4,12,2024-08-19 05:31:00,2024-08-19 10:31:00,2024-08-20 05:31:00,15.763014,74.469899,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹92343 and cash were stolen.
4246,100011004202604246,202604246,2026-05-31,762,1004,1,2,11,58,3,11,2026-05-24 22:05:56,2026-05-26 15:05:56,2026-05-31 22:05:56,13.0376,77.492671,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4247,100061060202604247,202604247,2025-10-28,967,1060,3,1,14,87,1,18,2025-10-24 03:35:42,2025-10-26 02:35:42,2025-10-28 03:35:42,15.39584,75.037617,The accused posed as a real estate agent and collected ₹527813 as advance for a site. Later it was found the documents were forged.
4248,100301222202604248,202604248,2025-05-31,759,1222,1,1,16,63,3,16,2025-05-30 17:14:26,2025-05-31 12:14:26,2025-05-31 17:14:26,15.514727,75.041232,Miscellaneous complaint registered regarding public nuisance and damage to public property.
4249,100011004202604249,202604249,2024-07-06,420,1004,3,1,12,53,1,15,2024-07-03 21:08:01,2024-07-05 07:08:01,2024-07-06 21:08:01,13.051193,77.515476,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
4250,100181139202604250,202604250,2025-10-18,745,1139,3,1,19,85,1,9,2025-10-16 03:27:44,2025-10-17 11:27:44,2025-10-18 03:27:44,14.860901,74.860749,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹272395 and cash were stolen.
