CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
3546,"undefined","undefined","undefined",1026,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3547,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3548,"undefined","undefined","undefined",1060,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
3549,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3550,"undefined","undefined","undefined",1033,undefined,undefined,1,1,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3551,"undefined","undefined","undefined",1088,undefined,undefined,1,2,4,"Others","Detailed facts about Others"
3552,"undefined","undefined","undefined",1225,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3553,"undefined","undefined","undefined",1012,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
3554,"undefined","undefined","undefined",1187,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3555,"undefined","undefined","undefined",1139,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3556,"undefined","undefined","undefined",1175,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
3557,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3558,"undefined","undefined","undefined",1005,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3559,"undefined","undefined","undefined",1030,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3560,"undefined","undefined","undefined",1084,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
3561,"undefined","undefined","undefined",1028,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3562,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3563,"undefined","undefined","undefined",1004,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
3564,"undefined","undefined","undefined",1121,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
3565,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3566,"undefined","undefined","undefined",1208,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3567,"undefined","undefined","undefined",1014,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3568,"undefined","undefined","undefined",1006,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3569,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3570,"undefined","undefined","undefined",1024,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3571,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3572,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3573,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3574,"undefined","undefined","undefined",1014,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3575,"undefined","undefined","undefined",1001,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3576,"undefined","undefined","undefined",1009,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3577,"undefined","undefined","undefined",1010,undefined,undefined,1,2,4,"Others","Detailed facts about Others"
3578,"undefined","undefined","undefined",1166,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
3579,"undefined","undefined","undefined",1186,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3580,"undefined","undefined","undefined",1038,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3581,"undefined","undefined","undefined",1010,undefined,undefined,1,1,2,"Others","Detailed facts about Others"
3582,"undefined","undefined","undefined",1051,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3583,"undefined","undefined","undefined",1029,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3584,"undefined","undefined","undefined",1217,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
3585,"undefined","undefined","undefined",1098,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3586,"undefined","undefined","undefined",1120,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3587,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3588,"undefined","undefined","undefined",1004,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3589,"undefined","undefined","undefined",1203,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3590,"undefined","undefined","undefined",1005,undefined,undefined,1,1,4,"Theft/Property","Detailed facts about Theft/Property"
3591,"undefined","undefined","undefined",1047,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3592,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3593,"undefined","undefined","undefined",1037,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3594,"undefined","undefined","undefined",1029,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3595,"undefined","undefined","undefined",1015,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
3596,"undefined","undefined","undefined",1004,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3597,"undefined","undefined","undefined",1001,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3598,"undefined","undefined","undefined",1096,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
3599,"undefined","undefined","undefined",1036,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3600,"undefined","undefined","undefined",1123,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3601,"undefined","undefined","undefined",1216,undefined,undefined,1,1,1,"Kidnapping","Detailed facts about Kidnapping"
3602,"undefined","undefined","undefined",1007,undefined,undefined,1,1,3,"Kidnapping","Detailed facts about Kidnapping"
3603,"undefined","undefined","undefined",1135,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3604,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3605,"undefined","undefined","undefined",1168,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3606,"undefined","undefined","undefined",1001,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
3607,"undefined","undefined","undefined",1059,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
3608,"undefined","undefined","undefined",1215,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3609,"undefined","undefined","undefined",1124,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3610,"undefined","undefined","undefined",1031,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3611,"undefined","undefined","undefined",1033,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3612,"undefined","undefined","undefined",1122,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3613,"undefined","undefined","undefined",1003,undefined,undefined,1,2,4,"Others","Detailed facts about Others"
3614,"undefined","undefined","undefined",1055,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3615,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3616,"undefined","undefined","undefined",1116,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3617,"undefined","undefined","undefined",1229,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3618,"undefined","undefined","undefined",1057,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3619,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3620,"undefined","undefined","undefined",1040,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3621,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3622,"undefined","undefined","undefined",1124,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
3623,"undefined","undefined","undefined",1135,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3624,"undefined","undefined","undefined",1001,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3625,"undefined","undefined","undefined",1222,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3626,"undefined","undefined","undefined",1009,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3627,"undefined","undefined","undefined",1214,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
3628,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3629,"undefined","undefined","undefined",1073,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
3630,"undefined","undefined","undefined",1046,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3631,"undefined","undefined","undefined",1013,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3632,"undefined","undefined","undefined",1010,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3633,"undefined","undefined","undefined",1002,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3634,"undefined","undefined","undefined",1040,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3635,"undefined","undefined","undefined",1117,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3636,"undefined","undefined","undefined",1053,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3637,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
3638,"undefined","undefined","undefined",1045,undefined,undefined,1,1,4,"Theft/Property","Detailed facts about Theft/Property"
3639,"undefined","undefined","undefined",1179,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
3640,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3641,"undefined","undefined","undefined",1164,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3642,"undefined","undefined","undefined",1003,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
3643,"undefined","undefined","undefined",1037,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
3644,"undefined","undefined","undefined",1007,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3645,"undefined","undefined","undefined",1007,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3646,"undefined","undefined","undefined",1008,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3647,"undefined","undefined","undefined",1114,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3648,"undefined","undefined","undefined",1024,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3649,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3650,"undefined","undefined","undefined",1171,undefined,undefined,1,1,3,"Narcotics","Detailed facts about Narcotics"
3651,"undefined","undefined","undefined",1043,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
3652,"undefined","undefined","undefined",1007,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3653,"undefined","undefined","undefined",1007,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
3654,"undefined","undefined","undefined",1030,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3655,"undefined","undefined","undefined",1208,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3656,"undefined","undefined","undefined",1004,undefined,undefined,1,1,3,"Others","Detailed facts about Others"
3657,"undefined","undefined","undefined",1150,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
3658,"undefined","undefined","undefined",1010,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3659,"undefined","undefined","undefined",1015,undefined,undefined,1,1,1,"Kidnapping","Detailed facts about Kidnapping"
3660,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3661,"undefined","undefined","undefined",1164,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3662,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3663,"undefined","undefined","undefined",1057,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
3664,"undefined","undefined","undefined",1040,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3665,"undefined","undefined","undefined",1047,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3666,"undefined","undefined","undefined",1095,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3667,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3668,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3669,"undefined","undefined","undefined",1013,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
3670,"undefined","undefined","undefined",1013,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3671,"undefined","undefined","undefined",1002,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
3672,"undefined","undefined","undefined",1009,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3673,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3674,"undefined","undefined","undefined",1051,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3675,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3676,"undefined","undefined","undefined",1011,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3677,"undefined","undefined","undefined",1006,undefined,undefined,1,1,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
3678,"undefined","undefined","undefined",1007,undefined,undefined,1,2,4,"Narcotics","Detailed facts about Narcotics"
3679,"undefined","undefined","undefined",1012,undefined,undefined,1,1,2,"Others","Detailed facts about Others"
3680,"undefined","undefined","undefined",1095,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3681,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3682,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3683,"undefined","undefined","undefined",1086,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3684,"undefined","undefined","undefined",1193,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3685,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3686,"undefined","undefined","undefined",1111,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3687,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3688,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3689,"undefined","undefined","undefined",1031,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3690,"undefined","undefined","undefined",1037,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3691,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3692,"undefined","undefined","undefined",1137,undefined,undefined,1,2,4,"Kidnapping","Detailed facts about Kidnapping"
3693,"undefined","undefined","undefined",1024,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3694,"undefined","undefined","undefined",1001,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3695,"undefined","undefined","undefined",1187,undefined,undefined,1,1,1,"Kidnapping","Detailed facts about Kidnapping"
3696,"undefined","undefined","undefined",1122,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3697,"undefined","undefined","undefined",1089,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3698,"undefined","undefined","undefined",1015,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3699,"undefined","undefined","undefined",1006,undefined,undefined,1,1,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
3700,"undefined","undefined","undefined",1127,undefined,undefined,1,1,2,"Kidnapping","Detailed facts about Kidnapping"
3701,"undefined","undefined","undefined",1156,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
3702,"undefined","undefined","undefined",1193,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3703,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3704,"undefined","undefined","undefined",1150,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3705,"undefined","undefined","undefined",1050,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3706,"undefined","undefined","undefined",1004,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3707,"undefined","undefined","undefined",1030,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3708,"undefined","undefined","undefined",1082,undefined,undefined,1,1,4,"Assault/Violent","Detailed facts about Assault/Violent"
3709,"undefined","undefined","undefined",1097,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3710,"undefined","undefined","undefined",1052,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3711,"undefined","undefined","undefined",1192,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3712,"undefined","undefined","undefined",1028,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3713,"undefined","undefined","undefined",1014,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3714,"undefined","undefined","undefined",1014,undefined,undefined,1,1,4,"Assault/Violent","Detailed facts about Assault/Violent"
3715,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3716,"undefined","undefined","undefined",1007,undefined,undefined,1,1,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
3717,"undefined","undefined","undefined",1014,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3718,"undefined","undefined","undefined",1004,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3719,"undefined","undefined","undefined",1007,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
3720,"undefined","undefined","undefined",1116,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3721,"undefined","undefined","undefined",1217,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
3722,"undefined","undefined","undefined",1103,undefined,undefined,1,2,3,"Murder/Attempt","Detailed facts about Murder/Attempt"
3723,"undefined","undefined","undefined",1014,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
3724,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3725,"undefined","undefined","undefined",1062,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
3726,"undefined","undefined","undefined",1026,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
3727,"undefined","undefined","undefined",1008,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3728,"undefined","undefined","undefined",1019,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3729,"undefined","undefined","undefined",1003,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3730,"undefined","undefined","undefined",1113,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3731,"undefined","undefined","undefined",1180,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3732,"undefined","undefined","undefined",1022,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
3733,"undefined","undefined","undefined",1019,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
3734,"undefined","undefined","undefined",1159,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3735,"undefined","undefined","undefined",1045,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3736,"undefined","undefined","undefined",1151,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3737,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
3738,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3739,"undefined","undefined","undefined",1030,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
3740,"undefined","undefined","undefined",1042,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3741,"undefined","undefined","undefined",1122,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3742,"undefined","undefined","undefined",1048,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3743,"undefined","undefined","undefined",1210,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
3744,"undefined","undefined","undefined",1012,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
3745,"undefined","undefined","undefined",1064,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
3746,"undefined","undefined","undefined",1075,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3747,"undefined","undefined","undefined",1053,undefined,undefined,1,1,4,"Cybercrime","Detailed facts about Cybercrime"
3748,"undefined","undefined","undefined",1058,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3749,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3750,"undefined","undefined","undefined",1083,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
3751,"undefined","undefined","undefined",1053,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3752,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3753,"undefined","undefined","undefined",1076,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
3754,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
3755,"undefined","undefined","undefined",1037,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3756,"undefined","undefined","undefined",1225,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
3757,"undefined","undefined","undefined",1207,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3758,"undefined","undefined","undefined",1094,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
3759,"undefined","undefined","undefined",1150,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
3760,"undefined","undefined","undefined",1026,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
3761,"undefined","undefined","undefined",1110,undefined,undefined,1,1,1,"Narcotics","Detailed facts about Narcotics"
3762,"undefined","undefined","undefined",1039,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
3763,"undefined","undefined","undefined",1178,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3764,"undefined","undefined","undefined",1031,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
3765,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3766,"undefined","undefined","undefined",1057,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3767,"undefined","undefined","undefined",1014,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
3768,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3769,"undefined","undefined","undefined",1032,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3770,"undefined","undefined","undefined",1166,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
3771,"undefined","undefined","undefined",1014,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3772,"undefined","undefined","undefined",1002,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3773,"undefined","undefined","undefined",1108,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3774,"undefined","undefined","undefined",1214,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
3775,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
3776,"undefined","undefined","undefined",1002,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3777,"undefined","undefined","undefined",1056,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
3778,"undefined","undefined","undefined",1064,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3779,"undefined","undefined","undefined",1227,undefined,undefined,1,2,3,"Murder/Attempt","Detailed facts about Murder/Attempt"
3780,"undefined","undefined","undefined",1120,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
3781,"undefined","undefined","undefined",1055,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
3782,"undefined","undefined","undefined",1059,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3783,"undefined","undefined","undefined",1035,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
3784,"undefined","undefined","undefined",1025,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
3785,"undefined","undefined","undefined",1165,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
3786,"undefined","undefined","undefined",1046,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
3787,"undefined","undefined","undefined",1166,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
3788,"undefined","undefined","undefined",1015,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
